airport,year,avg_arr_delay,carrier_delay,weather_delay,nas_delay,late_aircraft_delay,avg_fare,total_passengers,total_delay
EKO,2011,423.0,2116.0,40.0,977.0,1917.0,,,5050.0
LIT,2010,2140.4,85683.0,11076.0,29459.0,86667.0,203.5016060606061,7368.0,212885.0
CSG,2010,1003.6666666666666,8545.0,499.0,2131.0,6891.0,,,18066.0
TXK,2010,1021.9166666666666,5803.0,1283.0,1060.0,4117.0,,,12263.0
CIC,2010,2027.25,5392.0,47.0,1575.0,17313.0,,,24327.0
CVG,2011,3066.858823529412,93246.0,12167.0,44007.0,110842.0,280.1806632653062,16021.0,260262.0
BOI,2011,1614.5466666666666,38064.0,2150.0,14032.0,66668.0,196.56388888888887,4508.0,120914.0
FSD,2011,1056.2033898305085,20638.0,3221.0,10835.0,27614.0,166.31625,774.0,62308.0
LBB,2011,1873.5277777777778,27208.0,4116.0,8595.0,27365.0,162.603125,3245.0,67284.0
IAH,2011,12521.409448818898,484550.0,71888.0,422610.0,608414.0,247.46831435643566,95786.0,1587462.0
CRW,2010,657.0,17822.0,2563.0,8894.0,21248.0,,,50527.0
TUS,2011,1706.4262295081967,75801.0,7567.0,30898.0,93461.0,257.89022435897436,10607.0,207727.0
PHX,2011,7185.061452513966,404698.0,48865.0,231440.0,597499.0,205.83074279379156,187087.0,1282502.0
MMH,2011,214.4,367.0,0.0,295.0,410.0,,,1072.0
MSO,2011,1073.9444444444443,8550.0,446.0,4283.0,6048.0,188.584,412.0,19327.0
MOB,2010,1395.408163265306,31756.0,4015.0,7981.0,24531.0,,,68283.0
BDL,2011,2044.6333333333334,84232.0,11044.0,40897.0,108847.0,255.96867647058826,19293.0,245020.0
CDC,2011,250.91666666666666,962.0,182.0,578.0,1275.0,,,2997.0
SJT,2010,271.8888888888889,953.0,163.0,359.0,972.0,,,2447.0
ICT,2011,1512.7764705882353,53684.0,5855.0,21178.0,47732.0,251.90625,1109.0,128449.0
MHT,2011,1857.2753623188405,47007.0,4922.0,15221.0,60846.0,243.5744230769231,24836.0,127996.0
MKE,2011,3524.026086956522,114960.0,11055.0,85515.0,193370.0,185.61184322033898,27685.0,404900.0
TOL,2011,292.0833333333333,1093.0,303.0,1163.0,946.0,,,3505.0
TEX,2011,178.75,465.0,29.0,103.0,118.0,,,715.0
ICT,2010,1281.2222222222222,48291.0,4894.0,20222.0,53240.0,215.0956,1144.0,126647.0
FLO,2010,250.0,1490.0,0.0,273.0,1237.0,,,3000.0
ITO,2010,763.125,7677.0,54.0,1606.0,8978.0,,,18315.0
BQK,2011,1316.5833333333333,6865.0,652.0,1332.0,6950.0,,,15799.0
RIC,2010,1292.0070921985816,67622.0,10795.0,33775.0,69705.0,253.62464092140925,10445.0,181897.0
MSO,2010,1543.2307692307693,6454.0,967.0,4336.0,8305.0,232.88599999999997,185.0,20062.0
JAC,2010,650.0,12224.0,1598.0,5516.0,11801.0,308.2411111111111,356.0,31139.0
LMT,2010,1619.0833333333333,6305.0,338.0,1149.0,11619.0,,,19411.0
MBS,2010,1210.3235294117646,17790.0,1512.0,7162.0,14687.0,,,41151.0
CMH,2011,2187.310606060606,103712.0,17020.0,51422.0,116209.0,205.7152,26176.0,288363.0
EGE,2011,740.0,12687.0,2602.0,5591.0,6500.0,363.7516666666666,567.0,27380.0
LWS,2011,146.83333333333334,904.0,43.0,556.0,251.0,,,1754.0
ADQ,2010,250.08333333333334,738.0,1150.0,568.0,545.0,,,3001.0
ABY,2010,712.9166666666666,3690.0,315.0,587.0,3963.0,,,8555.0
RST,2011,468.04761904761904,2767.0,915.0,2704.0,3443.0,,,9829.0
LAX,2011,11738.440476190477,577331.0,70308.0,465292.0,855738.0,233.7756797715407,277256.0,1968669.0
CIC,2011,1909.0833333333333,5265.0,171.0,2047.0,15426.0,,,22909.0
ONT,2011,1681.2037037037037,63558.0,3761.0,17806.0,95675.0,250.68846518704134,42554.0,180800.0
SCE,2010,857.0833333333334,4810.0,417.0,1874.0,3184.0,,,10285.0
PDX,2010,3004.3257575757575,124128.0,11919.0,58577.0,200928.0,236.0563661858975,40313.0,395552.0
HTS,2010,136.91666666666666,806.0,76.0,226.0,535.0,,,1643.0
RDD,2010,2567.5,7458.0,201.0,1003.0,22148.0,,,30810.0
SJC,2010,2244.810218978102,94262.0,8479.0,38024.0,166298.0,219.72318554354015,71762.0,307063.0
XNA,2011,2367.5245901639346,54654.0,9824.0,28088.0,51751.0,307.3098706896552,1389.0,144317.0
HNL,2010,3860.1875,186008.0,4620.0,61928.0,117401.0,,,369957.0
UTM,2010,22.875,109.0,0.0,74.0,0.0,,,183.0
ASE,2010,3446.9166666666665,14941.0,3051.0,6947.0,16340.0,323.37375,364.0,41279.0
IND,2010,2297.710843373494,135304.0,16731.0,66099.0,162809.0,189.1453262273902,28786.0,380943.0
OMA,2010,1579.8364779874214,99716.0,12267.0,44112.0,94548.0,204.6096987951807,15458.0,250643.0
RSW,2010,2169.5,88639.0,12909.0,53636.0,95974.0,180.93766339869282,29491.0,251158.0
ILM,2011,1307.3939393939395,19224.0,929.0,5510.0,17442.0,226.64333333333335,181.0,43105.0
MEI,2011,789.3333333333334,4014.0,235.0,1069.0,4154.0,,,9472.0
OME,2010,551.25,1594.0,622.0,735.0,3621.0,,,6572.0
BRW,2011,458.0833333333333,727.0,611.0,597.0,3545.0,,,5480.0
STL,2011,3335.762195121951,179326.0,28423.0,84784.0,253327.0,206.63860962566844,40697.0,545860.0
CLD,2011,1435.5833333333333,3982.0,251.0,2914.0,10080.0,,,17227.0
GGG,2010,346.5,1833.0,264.0,638.0,1423.0,,,4158.0
TUL,2011,2140.0679611650485,92777.0,11149.0,30555.0,85770.0,265.9594166666667,8496.0,220251.0
AVP,2011,737.060606060606,8163.0,1025.0,4479.0,10656.0,,,24323.0
EKO,2010,766.75,4151.0,155.0,1701.0,3194.0,,,9201.0
ACY,2012,17.0,0.0,0.0,17.0,0.0,98.86571428571428,3059.0,17.0
CLL,2011,160.63636363636363,998.0,8.0,236.0,525.0,,,1767.0
GPT,2010,903.7462686567164,25002.0,3123.0,9664.0,22605.0,,,60394.0
PHF,2010,1296.1568627450981,18907.0,1347.0,9297.0,36528.0,252.5338273809524,7249.0,66079.0
JNU,2011,2213.0,10606.0,2187.0,4264.0,9486.0,,,26543.0
KOA,2010,638.5714285714286,23087.0,469.0,11184.0,18900.0,,,53640.0
SMF,2010,2770.404255319149,115903.0,8246.0,41956.0,224200.0,256.8032427536232,34965.0,390305.0
GRK,2010,1090.4827586206898,12934.0,3611.0,3527.0,11552.0,,,31624.0
DBQ,2012,93.83333333333333,94.0,101.0,146.0,222.0,,,563.0
BKG,2011,199.42857142857142,881.0,58.0,1236.0,2013.0,,,4188.0
RIC,2011,1710.6396396396397,74390.0,8377.0,31020.0,75984.0,298.58950694444445,9193.0,189771.0
GRR,2010,1365.4778761061948,63019.0,7718.0,29209.0,54080.0,233.04293055555559,5072.0,154026.0
TPA,2010,5022.131147540984,208529.0,30421.0,112901.0,259273.0,170.6753455528846,122414.0,611124.0
FAT,2010,2300.163636363636,35849.0,5125.0,12012.0,73432.0,,,126418.0
SAN,2011,4219.720779220779,211704.0,28011.0,114645.0,294078.0,239.06298197492163,65546.0,648438.0
ART,2011,55.5,70.0,0.0,2.0,39.0,,,111.0
ITH,2010,679.0833333333334,4251.0,575.0,1237.0,2086.0,,,8149.0
OAK,2010,3400.700934579439,107446.0,4910.0,40172.0,210394.0,221.54329192546587,81254.0,362922.0
ROW,2011,789.5,3435.0,1301.0,1971.0,2767.0,,,9474.0
HDN,2010,437.03125,4810.0,965.0,2483.0,5698.0,,,13956.0
ROW,2010,1000.5,5672.0,941.0,1239.0,4154.0,,,12006.0
CLD,2010,998.6666666666666,3475.0,440.0,1354.0,6709.0,,,11978.0
MCI,2010,2680.1714285714284,173770.0,19786.0,71454.0,202604.0,182.93698830409357,54690.0,467614.0
TLH,2010,1245.6727272727273,30905.0,4070.0,10056.0,23463.0,262.78499999999997,175.0,68494.0
CHS,2011,1602.3764705882354,57917.0,7009.0,20037.0,51181.0,228.52611318407958,8224.0,136144.0
MSP,2011,6066.166666666667,317721.0,38987.0,191893.0,360723.0,237.55531810035842,63009.0,909324.0
PIA,2010,946.0222222222222,15283.0,2409.0,7590.0,17283.0,,,42565.0
BGR,2011,1362.142857142857,6385.0,50.0,800.0,2300.0,,,9535.0
ATL,2010,27848.36312849162,1224573.0,226331.0,1743270.0,1787810.0,194.90978260869565,121301.0,4981984.0
FAY,2011,1615.0645161290322,24045.0,1908.0,5583.0,18508.0,,,50044.0
DHN,2010,944.6666666666666,7188.0,256.0,1320.0,5406.0,,,14170.0
SBP,2011,2013.1666666666667,13494.0,1197.0,4816.0,28781.0,,,48288.0
FLO,2011,46.0,34.0,0.0,12.0,0.0,,,46.0
BGR,2010,655.65,6443.0,1160.0,3878.0,1632.0,,,13113.0
JAX,2010,1780.2101910828026,105942.0,16920.0,47063.0,108892.0,191.76642720306512,23677.0,278817.0
OGG,2010,1099.0,51097.0,1698.0,22645.0,27764.0,,,103204.0
FCA,2010,1235.375,8932.0,602.0,3981.0,6251.0,,,19766.0
JAX,2011,1997.589552238806,94444.0,13576.0,44209.0,115517.0,213.422238372093,22735.0,267746.0
AZO,2011,503.88235294117646,1528.0,1362.0,2507.0,3169.0,,,8566.0
TYR,2011,657.8333333333334,4305.0,792.0,829.0,1968.0,,,7894.0
AUS,2010,2434.122699386503,150248.0,18747.0,54829.0,171824.0,204.5494262295082,34194.0,395648.0
AVP,2010,799.5405405405405,10160.0,896.0,5208.0,13240.0,,,29504.0
JFK,2010,13783.85046728972,407862.0,52294.0,635213.0,378018.0,197.2546082372573,151246.0,1473387.0
MTJ,2010,366.7169811320755,8119.0,756.0,2968.0,7593.0,,,19436.0
MLB,2010,974.2083333333334,12171.0,983.0,2354.0,7873.0,,,23381.0
LGA,2011,8689.35625,274298.0,64481.0,721248.0,329719.0,222.61445346320346,193664.0,1389746.0
ACT,2011,280.27272727272725,1167.0,819.0,462.0,635.0,,,3083.0
AKN,2011,89.0,202.0,0.0,4.0,61.0,,,267.0
LWS,2010,292.1666666666667,1839.0,71.0,881.0,715.0,,,3506.0
PIE,2011,251.0,164.0,0.0,421.0,670.0,171.50117647058823,498.0,1255.0
TVC,2010,919.1818181818181,21292.0,3531.0,8911.0,16805.0,,,50539.0
CMI,2010,2018.0555555555557,11133.0,4113.0,7886.0,13193.0,,,36325.0
ACY,2011,477.0833333333333,857.0,135.0,1159.0,3574.0,110.58875,3235.0,5725.0
SEA,2010,4747.888888888889,245648.0,27228.0,135788.0,273101.0,245.4835348360656,86550.0,681765.0
ORD,2011,30368.95138888889,937657.0,166524.0,1648606.0,1618509.0,219.90824250570213,231677.0,4371296.0
CHO,2010,628.1578947368421,4822.0,715.0,1421.0,4977.0,,,11935.0
ROA,2010,1020.0263157894736,17456.0,1140.0,4810.0,15355.0,,,38761.0
ABY,2011,1071.3333333333333,5348.0,144.0,1702.0,5615.0,,,12809.0
DAB,2011,496.1290322580645,6269.0,965.0,2677.0,5469.0,,,15380.0
GRR,2011,1242.5876288659795,48009.0,4885.0,21280.0,46190.0,259.8631971830986,5262.0,120364.0
PWM,2011,858.9024390243902,23719.0,5607.0,11816.0,29245.0,202.8843108974359,3970.0,70387.0
ABR,2010,53.0,0.0,0.0,73.0,33.0,,,106.0
MKE,2010,3438.1023622047246,124968.0,11576.0,85382.0,214188.0,167.29555263157894,28312.0,436114.0
LWB,2010,349.0,2513.0,0.0,817.0,1905.0,,,5235.0
LAX,2010,9980.577380952382,517525.0,55208.0,331123.0,768210.0,216.2187894736842,263398.0,1672066.0
RNO,2010,2109.259259259259,57829.0,5369.0,17015.0,90241.0,203.38261574074073,11200.0,170454.0
BOI,2010,1808.1830985915492,39592.0,2527.0,15134.0,70977.0,185.92641025641026,4655.0,128230.0
WYS,2011,139.0,525.0,0.0,21.0,10.0,,,556.0
MIA,2010,6724.394736842105,283888.0,34732.0,168184.0,278037.0,207.71106921359464,78688.0,764841.0
CYS,2010,531.5,1683.0,306.0,412.0,788.0,,,3189.0
GFK,2011,908.25,4385.0,332.0,2204.0,3946.0,,,10867.0
MGM,2010,1180.0857142857142,15593.0,1607.0,3936.0,20167.0,,,41303.0
EVV,2011,1440.625,13034.0,2801.0,7060.0,11680.0,,,34575.0
RDU,2011,2782.235294117647,151589.0,20944.0,79661.0,172842.0,227.22312111801241,36683.0,425036.0
LAN,2011,689.0416666666666,5249.0,413.0,2061.0,8814.0,,,16537.0
ISP,2011,6752.0,24946.0,4039.0,8317.0,43601.0,236.47953608247423,15649.0,80903.0
KTN,2011,986.25,5063.0,413.0,2222.0,4136.0,,,11834.0
GNV,2011,1816.3157894736842,17339.0,1096.0,4039.0,12010.0,,,34484.0
MCO,2011,9326.626865671642,397491.0,41966.0,268708.0,539027.0,193.3069162087912,119642.0,1247192.0
GST,2011,63.333333333333336,0.0,0.0,20.0,170.0,,,190.0
AEX,2011,971.2777777777778,16148.0,1844.0,5048.0,11926.0,,,34966.0
AGS,2011,1526.5,25626.0,2400.0,5630.0,18242.0,,,51898.0
SPN,2011,0.0,0.0,0.0,0.0,0.0,,,0.0
ECP,2010,1228.28125,14950.0,1534.0,3815.0,18957.0,221.3183333333333,487.0,39256.0
GUC,2010,266.64285714285717,3093.0,756.0,1728.0,1839.0,,,7416.0
EWN,2011,938.1666666666666,5336.0,173.0,1295.0,4443.0,,,11247.0
TRI,2010,863.3235294117648,13277.0,900.0,3536.0,11585.0,,,29298.0
PSG,2010,500.8333333333333,1340.0,508.0,943.0,3203.0,,,5994.0
HSV,2011,1313.5977011494253,48704.0,4740.0,16185.0,44547.0,290.93583333333333,2220.0,114176.0
PAH,2011,708.5833333333334,1565.0,139.0,1483.0,5305.0,,,8492.0
GRB,2010,1045.0428571428572,27400.0,4239.0,13591.0,27876.0,,,73106.0
MSP,2010,7442.098265895954,467124.0,57176.0,301143.0,460629.0,220.48065823888402,61604.0,1286072.0
RDU,2010,2802.3882352941177,174937.0,28738.0,88181.0,183655.0,196.9434375,37658.0,475511.0
DRO,2010,1127.16,12026.0,701.0,4902.0,10479.0,,,28108.0
AVL,2011,1189.3333333333333,27357.0,1517.0,6983.0,24741.0,112.35,176.0,60598.0
EAU,2011,786.9166666666666,2973.0,9.0,1877.0,4584.0,,,9443.0
FLG,2010,734.75,5254.0,431.0,460.0,2588.0,,,8733.0
LBB,2010,1729.0625,30179.0,4908.0,9775.0,37845.0,139.68562500000002,3558.0,82707.0
MHT,2010,1937.08,53982.0,5348.0,18865.0,66863.0,227.16035984848486,26223.0,145058.0
PLN,2010,406.6666666666667,1713.0,501.0,887.0,1779.0,,,4880.0
HPN,2011,2727.7083333333335,52512.0,2679.0,26139.0,49472.0,269.99199378399373,18944.0,130802.0
SJC,2011,2178.1127819548874,88769.0,10703.0,35670.0,154045.0,246.85005,70480.0,289187.0
EUG,2011,4108.833333333333,15498.0,614.0,5591.0,27571.0,178.74645161290323,1864.0,49274.0
OTH,2011,1741.5833333333333,4591.0,281.0,2059.0,13968.0,,,20899.0
ABI,2011,1943.5,10504.0,3515.0,3234.0,6069.0,,,23322.0
MDT,2010,595.421052631579,22098.0,2882.0,11237.0,20310.0,187.6375,328.0,56527.0
IYK,2010,186.83333333333334,944.0,0.0,290.0,1008.0,,,2242.0
RAP,2011,1094.5531914893618,19986.0,2402.0,8983.0,20073.0,,,51444.0
SRQ,2010,854.2333333333333,19175.0,3300.0,9919.0,18850.0,173.62734756097564,4956.0,51244.0
ACY,2010,751.9166666666666,1176.0,455.0,1316.0,6076.0,116.90333333333335,3177.0,9023.0
COD,2010,594.75,3560.0,265.0,1516.0,4131.0,,,9472.0
BPT,2012,161.0,21.0,0.0,116.0,24.0,,,161.0
OKC,2011,2221.853211009174,100145.0,9955.0,31641.0,100108.0,260.98186764705883,10557.0,241849.0
DBQ,2011,287.0833333333333,1181.0,377.0,938.0,949.0,,,3445.0
FCA,2011,668.5882352941177,3468.0,395.0,3227.0,4217.0,,,11307.0
MEM,2010,5414.3650793650795,247170.0,37022.0,126433.0,270747.0,233.0356847457627,11316.0,681372.0
CEC,2010,1751.1666666666667,4142.0,419.0,1348.0,15076.0,,,20985.0
SGU,2010,1463.9166666666667,6450.0,880.0,4374.0,5858.0,,,17562.0
MLU,2011,869.08,10479.0,680.0,2736.0,7792.0,,,21687.0
RDM,2011,2502.0,8521.0,861.0,3469.0,17153.0,,,30004.0
SAN,2010,3942.8987341772154,200598.0,24646.0,101063.0,294951.0,223.58692460317457,66488.0,621258.0
ABI,2010,2289.5833333333335,10971.0,4187.0,3093.0,9224.0,,,27475.0
HRL,2010,2274.75,17604.0,1384.0,4118.0,31441.0,166.69187499999998,2295.0,54547.0
OMA,2011,1618.900709219858,84492.0,10612.0,36150.0,96570.0,220.31564814814817,14860.0,227824.0
GEG,2011,1022.8809523809524,27021.0,3086.0,11206.0,44536.0,246.58749999999998,5478.0,85849.0
LRD,2011,892.75,9871.0,1184.0,3015.0,7346.0,,,21416.0
CPR,2010,880.75,6383.0,343.0,2135.0,5231.0,,,14092.0
RSW,2011,2093.2644628099174,91815.0,12827.0,56938.0,91374.0,203.32630847953217,29717.0,252954.0
TRI,2011,1589.576923076923,19363.0,2058.0,4664.0,15244.0,,,41329.0
HOB,2011,413.0,951.0,13.0,945.0,982.0,,,2891.0
OTZ,2011,523.4166666666666,2602.0,434.0,1642.0,1574.0,,,6252.0
SDF,2010,1502.219696969697,80175.0,8659.0,29854.0,79347.0,214.56553659394794,12153.0,198035.0
PHX,2010,6954.208333333333,369995.0,41305.0,217619.0,536787.0,196.5377880014722,181283.0,1165706.0
PIE,2010,0.0,0.0,0.0,0.0,0.0,143.0192857142857,747.0,0.0
EAU,2010,864.8181818181819,3881.0,87.0,1157.0,4388.0,,,9513.0
BUR,2011,2314.253012048193,57808.0,5895.0,20907.0,106865.0,258.15639927952844,43299.0,191475.0
BFF,2011,0.0,0.0,0.0,0.0,0.0,,,0.0
PHL,2010,5408.614457831325,226766.0,52168.0,337533.0,279558.0,229.96886486486488,59980.0,896025.0
PWM,2010,836.5631067961165,31968.0,6131.0,17422.0,30551.0,172.42457264957264,4130.0,86072.0
CSG,2011,1155.0416666666667,12720.0,1204.0,3457.0,10340.0,,,27721.0
SPI,2011,862.875,7215.0,934.0,4132.0,8401.0,,,20682.0
GUC,2011,347.7083333333333,3568.0,712.0,1810.0,2255.0,,,8345.0
COD,2011,867.4166666666666,3120.0,712.0,2205.0,4372.0,,,10409.0
AMA,2010,1566.9767441860465,24577.0,4797.0,11063.0,26596.0,146.565625,2913.0,67033.0
LYH,2010,882.8333333333334,4081.0,200.0,1247.0,5066.0,,,10594.0
HPN,2010,1749.5068493150684,48160.0,3458.0,26896.0,48986.0,242.45839652809502,19509.0,127500.0
SYR,2010,1206.027027027027,56203.0,9678.0,26350.0,41482.0,232.83510638297872,4197.0,133713.0
ACT,2010,178.0,303.0,0.0,37.0,16.0,,,356.0
DSM,2011,1448.6923076923076,50320.0,7968.0,23201.0,50178.0,267.57547169811323,3440.0,131667.0
MBS,2011,909.3076923076923,4479.0,38.0,2251.0,5037.0,,,11805.0
FAI,2011,1170.2272727272727,11618.0,1618.0,5862.0,6618.0,,,25716.0
GNV,2010,2364.8333333333335,14325.0,811.0,2206.0,11036.0,,,28378.0
SAF,2010,909.9166666666666,4751.0,1117.0,1601.0,3440.0,,,10909.0
ATW,2010,798.2058823529412,22915.0,2214.0,8825.0,20282.0,,,54236.0
BRO,2010,801.0416666666666,8087.0,1600.0,3904.0,5492.0,,,19083.0
HLN,2010,893.75,4177.0,129.0,2265.0,4137.0,,,10708.0
SYR,2011,1171.2736842105264,47337.0,5433.0,17637.0,40764.0,255.09109557109554,3133.0,111171.0
BNA,2010,3425.784722222222,173958.0,29877.0,76265.0,212032.0,204.84865300784656,32383.0,492132.0
BUF,2011,2067.5491803278687,93422.0,12971.0,38726.0,106659.0,194.66023148148147,24975.0,251778.0
SUN,2011,672.3333333333334,3861.0,289.0,1808.0,2110.0,,,8068.0
DLH,2010,795.96875,10155.0,1537.0,4152.0,9627.0,,,25471.0
CWA,2010,744.925925925926,7705.0,1149.0,4018.0,7210.0,,,20082.0
AUS,2011,2671.530201342282,150513.0,20517.0,56367.0,169855.0,223.23858333333328,35134.0,397252.0
BLI,2011,344.8333333333333,1558.0,19.0,998.0,1545.0,148.72100000000003,1849.0,4120.0
MSN,2011,1087.144578313253,32698.0,4359.0,14275.0,38820.0,285.1966428571428,1670.0,90152.0
SGF,2011,1943.7446808510638,36423.0,6460.0,14177.0,34238.0,,,91298.0
GSO,2010,1670.527027027027,52489.0,10369.0,20411.0,40022.0,182.15237179487178,1879.0,123291.0
SLC,2010,6688.7163120567375,287129.0,30645.0,182442.0,441291.0,230.2286333878887,38680.0,941507.0
SLC,2011,5365.430656934306,245688.0,26576.0,125378.0,336492.0,252.61941425120773,39552.0,734134.0
BOS,2010,7464.7790055248615,343462.0,58382.0,521007.0,425842.0,207.7775045787546,192430.0,1348693.0
SWF,2011,1285.9583333333333,13013.0,535.0,3758.0,13457.0,260.45416739211544,4063.0,30763.0
FNT,2010,1347.6792452830189,28765.0,2205.0,12182.0,28267.0,150.19400000000002,829.0,71419.0
DFW,2011,14755.922077922078,754219.0,147384.0,458154.0,911098.0,223.75910416666665,182108.0,2270855.0
SBN,2010,800.5373134328358,23882.0,2370.0,7640.0,19744.0,148.25,150.0,53636.0
XNA,2010,1885.5802469135801,57659.0,12652.0,27155.0,55010.0,321.56081081081084,1245.0,152476.0
SFO,2010,15593.73076923077,349140.0,64546.0,1243632.0,773251.0,229.87769235095612,196689.0,2430569.0
EWN,2010,847.25,5115.0,341.0,1138.0,3573.0,,,10167.0
GRI,2011,352.2857142857143,874.0,261.0,578.0,753.0,,,2466.0
MHK,2011,1346.4166666666667,4983.0,2166.0,3289.0,5719.0,,,16157.0
ABQ,2011,2551.9565217391305,108974.0,11169.0,35410.0,137349.0,232.24342592592595,19709.0,292902.0
DAL,2010,10754.611111111111,87213.0,18063.0,40262.0,240767.0,187.9911123277427,54681.0,386305.0
SPN,2012,0.0,0.0,0.0,0.0,0.0,,,0.0
TXK,2011,495.4166666666667,3326.0,373.0,890.0,1356.0,,,5945.0
SPS,2011,143.25,220.0,188.0,54.0,111.0,,,573.0
CLE,2010,3834.9185185185183,164590.0,21844.0,96334.0,233930.0,214.04471088435375,42764.0,516698.0
IAH,2010,8862.293413173653,388541.0,63640.0,490470.0,532701.0,215.74739570296202,97488.0,1475352.0
BUR,2010,2381.7738095238096,66319.0,4300.0,17380.0,111605.0,241.96816611418052,45373.0,199604.0
FAY,2010,1452.4333333333334,20474.0,1836.0,4751.0,16512.0,,,43573.0
DTW,2010,9660.556179775282,600685.0,70887.0,393492.0,652542.0,212.14844224924013,57013.0,1717606.0
CLE,2011,4037.2713178294575,160797.0,22358.0,102336.0,234773.0,238.972712585034,41099.0,520264.0
CYS,2011,170.0,881.0,358.0,520.0,281.0,,,2040.0
FAT,2011,2625.4375,34776.0,6138.0,13616.0,71470.0,,,126000.0
FWA,2010,1034.4736842105262,23315.0,2926.0,10985.0,21514.0,,,58740.0
BET,2010,446.6666666666667,2290.0,595.0,866.0,1609.0,,,5360.0
TOL,2010,619.9333333333333,2554.0,1220.0,2389.0,3136.0,,,9299.0
TYR,2010,394.5833333333333,2559.0,237.0,731.0,1208.0,,,4735.0
GCC,2010,1010.9166666666666,4729.0,409.0,1750.0,5218.0,,,12106.0
SAV,2011,2034.5333333333333,49022.0,6952.0,17385.0,48708.0,237.75076754385964,3072.0,122067.0
MRY,2011,1566.0,15292.0,1393.0,5981.0,33710.0,,,56376.0
COS,2011,2863.5882352941176,50173.0,6631.0,28295.0,60848.0,249.7652380952381,2872.0,145947.0
GSP,2011,2044.6842105263158,46382.0,5653.0,14911.0,49451.0,207.33123684210526,3940.0,116397.0
AVL,2010,870.4084507042254,26709.0,2128.0,8729.0,24121.0,,,61687.0
BJI,2010,91.0,290.0,96.0,54.0,106.0,,,546.0
GJT,2011,1050.4255319148936,19684.0,2936.0,8079.0,18572.0,,,49271.0
MFR,2011,4155.833333333333,14227.0,977.0,5300.0,29366.0,208.0525,919.0,49870.0
RKS,2011,1050.0,4920.0,719.0,2941.0,4020.0,,,12600.0
HRL,2011,2009.625,16900.0,896.0,3824.0,26581.0,193.690625,1852.0,48201.0
CDV,2011,353.6666666666667,693.0,144.0,288.0,3119.0,,,4244.0
SIT,2011,676.6666666666666,2058.0,324.0,1060.0,4678.0,,,8120.0
PBI,2010,2880.11,105368.0,12581.0,63908.0,105552.0,191.91021505376347,32344.0,287409.0
OTZ,2010,518.5,1774.0,818.0,1045.0,2553.0,,,6190.0
EUG,2010,4591.166666666667,16164.0,542.0,5124.0,33219.0,176.8426315789474,1039.0,55049.0
PSP,2011,1748.8032786885246,38664.0,2517.0,12448.0,52764.0,292.1533333333333,2182.0,106393.0
AMA,2011,1668.4444444444443,23195.0,4009.0,7572.0,25174.0,177.325625,2837.0,59950.0
ABE,2010,586.5955056179776,20176.0,2610.0,8666.0,20722.0,,,52174.0
PIH,2010,675.0,3776.0,532.0,1640.0,2152.0,,,8100.0
JNU,2010,2275.4166666666665,9341.0,2336.0,5096.0,10379.0,,,27152.0
PBI,2011,2943.8645833333335,98648.0,11977.0,59211.0,112391.0,199.33931506849316,30662.0,282227.0
VLD,2011,1201.5,5945.0,371.0,1467.0,6617.0,,,14400.0
FNT,2011,790.4473684210526,13242.0,1001.0,3905.0,11889.0,164.666,602.0,30037.0
MQT,2011,1070.6666666666667,1972.0,647.0,1955.0,8274.0,,,12848.0
LSE,2011,348.8125,2142.0,718.0,1690.0,1031.0,,,5581.0
PSC,2011,2288.1666666666665,10328.0,946.0,5177.0,10967.0,160.621,729.0,27418.0
OKC,2010,1861.7,96105.0,13267.0,35185.0,96481.0,234.4971470588235,10319.0,241038.0
SHV,2010,978.4347826086956,20830.0,2884.0,4664.0,16543.0,,,44921.0
GJT,2010,1114.1666666666667,16558.0,1697.0,6420.0,15411.0,,,40086.0
MTJ,2011,405.6545454545454,8640.0,710.0,4344.0,8554.0,,,22248.0
CAK,2011,1386.1176470588234,25641.0,2848.0,14398.0,51352.0,215.29414965986393,12739.0,94239.0
CRP,2010,1907.8333333333333,26656.0,4861.0,7500.0,29397.0,136.843125,2129.0,68414.0
MLB,2011,714.125,7612.0,730.0,2648.0,6149.0,,,17139.0
SJU,2011,3222.4523809523807,127170.0,14877.0,63841.0,64282.0,,,270170.0
CPR,2011,1086.25,4911.0,712.0,2241.0,5129.0,,,12993.0
DLG,2010,261.0,435.0,0.0,143.0,205.0,,,783.0
ROA,2011,2043.8333333333333,21783.0,1846.0,5305.0,20118.0,,,49052.0
GTF,2011,977.1666666666666,4487.0,504.0,2441.0,4275.0,,,11707.0
OME,2011,585.5833333333334,1268.0,931.0,1013.0,3771.0,,,6983.0
VLD,2010,934.5,5206.0,437.0,1152.0,4419.0,,,11214.0
DHN,2011,1552.25,10299.0,308.0,1310.0,6710.0,,,18627.0
TPA,2011,5307.63025210084,206953.0,27583.0,121821.0,273494.0,188.70720930232562,122674.0,629851.0
SCC,2011,315.5833333333333,1614.0,654.0,333.0,1186.0,,,3787.0
ROC,2010,1151.939393939394,55281.0,9422.0,28448.0,58817.0,222.18615987460817,7972.0,151968.0
TUL,2010,1770.7685950413222,84976.0,12836.0,32081.0,83954.0,216.1166049382716,9714.0,213847.0
FAR,2011,1262.0833333333333,21023.0,4032.0,9838.0,25550.0,207.32,242.0,60443.0
ACK,2011,610.6666666666666,1547.0,416.0,906.0,795.0,235.475,302.0,3664.0
SCE,2011,0.0,0.0,0.0,0.0,0.0,,,0.0
